"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","143","should have menu bar items","Electron","Tue Mar 31 05:00:48 UTC 2026","passed","Tue Mar 31 05:00:48 UTC 2026","Theia app","theia-app.test.js","",""
"","28","should show status bar","Electron","Tue Mar 31 05:00:48 UTC 2026","passed","Tue Mar 31 05:00:48 UTC 2026","Theia app","theia-app.test.js","",""
"","200","should have menu bar items","Browser","Tue Mar 31 05:00:44 UTC 2026","passed","Tue Mar 31 05:00:44 UTC 2026","Theia app","theia-app.test.js","",""
"","6283","should show main content panel","Browser","Tue Mar 31 05:00:38 UTC 2026","passed","Tue Mar 31 05:00:44 UTC 2026","Theia app","theia-app.test.js","",""
"","26","should show status bar","Browser","Tue Mar 31 05:00:44 UTC 2026","passed","Tue Mar 31 05:00:44 UTC 2026","Theia app","theia-app.test.js","",""
"","978","should be dirty after changing the file contents and clean after save","Electron","Tue Mar 31 05:00:57 UTC 2026","passed","Tue Mar 31 05:00:58 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","10153","should show main content panel","Electron","Tue Mar 31 05:00:38 UTC 2026","passed","Tue Mar 31 05:00:48 UTC 2026","Theia app","theia-app.test.js","",""
"","8816","should be visible and active after opening ""sample.txt""","Electron","Tue Mar 31 05:00:48 UTC 2026","passed","Tue Mar 31 05:00:57 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7119","should be visible and active after opening ""sample.txt""","Browser","Tue Mar 31 05:00:44 UTC 2026","passed","Tue Mar 31 05:00:51 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","944","should be dirty after changing the file contents and clean after save","Browser","Tue Mar 31 05:00:51 UTC 2026","passed","Tue Mar 31 05:00:52 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
