"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7440","should be visible and active after opening ""sample.txt""","Browser","2026-09-13","passed","2026-09-13","Theia Text Editor","theia-text-editor.test.js","",""
"","7116","should be visible and active after opening ""sample.txt""","Electron","2026-09-13","passed","2026-09-13","Theia Text Editor","theia-text-editor.test.js","",""
"","165","should have menu bar items","Browser","2026-09-13","passed","2026-09-13","Theia app","theia-app.test.js","",""
"","22","should show status bar","Browser","2026-09-13","passed","2026-09-13","Theia app","theia-app.test.js","",""
"","25","should show status bar","Electron","2026-09-13","passed","2026-09-13","Theia app","theia-app.test.js","",""
"","752","should be dirty after changing the file contents and clean after save","Electron","2026-09-13","passed","2026-09-13","Theia Text Editor","theia-text-editor.test.js","",""
"","6555","should show main content panel","Electron","2026-09-13","passed","2026-09-13","Theia app","theia-app.test.js","",""
"","7274","should show main content panel","Browser","2026-09-13","passed","2026-09-13","Theia app","theia-app.test.js","",""
"","109","should have menu bar items","Electron","2026-09-13","passed","2026-09-13","Theia app","theia-app.test.js","",""
"","854","should be dirty after changing the file contents and clean after save","Browser","2026-09-13","passed","2026-09-13","Theia Text Editor","theia-text-editor.test.js","",""
