"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","should show status bar","Electron","2026-08-21","passed","2026-08-21","Theia app","theia-app.test.js","",""
"","4977","should show main content panel","Browser","2026-08-21","passed","2026-08-21","Theia app","theia-app.test.js","",""
"","88","should have menu bar items","Electron","2026-08-21","passed","2026-08-21","Theia app","theia-app.test.js","",""
"","8771","should be visible and active after opening ""sample.txt""","Electron","2026-08-21","passed","2026-08-21","Theia Text Editor","theia-text-editor.test.js","",""
"","934","should be dirty after changing the file contents and clean after save","Electron","2026-08-21","passed","2026-08-21","Theia Text Editor","theia-text-editor.test.js","",""
"","8089","should show main content panel","Electron","2026-08-21","passed","2026-08-21","Theia app","theia-app.test.js","",""
"","36","should show status bar","Browser","2026-08-21","passed","2026-08-21","Theia app","theia-app.test.js","",""
"","6591","should be visible and active after opening ""sample.txt""","Browser","2026-08-21","passed","2026-08-21","Theia Text Editor","theia-text-editor.test.js","",""
"","153","should have menu bar items","Browser","2026-08-21","passed","2026-08-21","Theia app","theia-app.test.js","",""
"","654","should be dirty after changing the file contents and clean after save","Browser","2026-08-21","passed","2026-08-21","Theia Text Editor","theia-text-editor.test.js","",""
