"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","785","should be dirty after changing the file contents and clean after save","Browser","2026-09-21","passed","2026-09-21","Theia Text Editor","theia-text-editor.test.js","",""
"","951","should be dirty after changing the file contents and clean after save","Electron","2026-09-21","passed","2026-09-21","Theia Text Editor","theia-text-editor.test.js","",""
"","5962","should show main content panel","Browser","2026-09-21","passed","2026-09-21","Theia app","theia-app.test.js","",""
"","143","should have menu bar items","Browser","2026-09-21","passed","2026-09-21","Theia app","theia-app.test.js","",""
"","8229","should be visible and active after opening ""sample.txt""","Electron","2026-09-21","passed","2026-09-21","Theia Text Editor","theia-text-editor.test.js","",""
"","8961","should show main content panel","Electron","2026-09-21","passed","2026-09-21","Theia app","theia-app.test.js","",""
"","7356","should be visible and active after opening ""sample.txt""","Browser","2026-09-21","passed","2026-09-21","Theia Text Editor","theia-text-editor.test.js","",""
"","31","should show status bar","Browser","2026-09-21","passed","2026-09-21","Theia app","theia-app.test.js","",""
"","52","should show status bar","Electron","2026-09-21","passed","2026-09-21","Theia app","theia-app.test.js","",""
"","116","should have menu bar items","Electron","2026-09-21","passed","2026-09-21","Theia app","theia-app.test.js","",""
