"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 24 04:11:29 GMT 2024","Thu Oct 24 04:11:43 GMT 2024","13754","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Oct 24 04:11:29 GMT 2024","Thu Oct 24 04:11:29 GMT 2024","270","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Oct 24 04:11:20 GMT 2024","Thu Oct 24 04:11:25 GMT 2024","4818","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Oct 24 04:11:39 GMT 2024","Thu Oct 24 04:11:40 GMT 2024","1026","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Oct 24 04:11:25 GMT 2024","Thu Oct 24 04:11:25 GMT 2024","22","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Thu Oct 24 04:11:25 GMT 2024","Thu Oct 24 04:11:39 GMT 2024","14071","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Oct 24 04:11:25 GMT 2024","Thu Oct 24 04:11:29 GMT 2024","4570","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Oct 24 04:11:25 GMT 2024","Thu Oct 24 04:11:25 GMT 2024","80","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Oct 24 04:11:43 GMT 2024","Thu Oct 24 04:11:44 GMT 2024","1142","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Oct 24 04:11:29 GMT 2024","Thu Oct 24 04:11:29 GMT 2024","24","Browser","theia-app.test.js","Theia app","","","should show status bar",""
