"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 04:11:08 GMT 2024","Wed Oct 16 04:11:08 GMT 2024","21","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Oct 16 04:11:08 GMT 2024","Wed Oct 16 04:11:22 GMT 2024","13519","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Oct 16 04:11:18 GMT 2024","Wed Oct 16 04:11:24 GMT 2024","5469","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Oct 16 04:11:22 GMT 2024","Wed Oct 16 04:11:23 GMT 2024","1199","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Oct 16 04:11:39 GMT 2024","Wed Oct 16 04:11:40 GMT 2024","1229","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Oct 16 04:11:24 GMT 2024","Wed Oct 16 04:11:24 GMT 2024","115","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Oct 16 04:11:24 GMT 2024","Wed Oct 16 04:11:39 GMT 2024","15015","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Oct 16 04:11:08 GMT 2024","Wed Oct 16 04:11:08 GMT 2024","245","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Oct 16 04:11:24 GMT 2024","Wed Oct 16 04:11:24 GMT 2024","27","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Oct 16 04:11:04 GMT 2024","Wed Oct 16 04:11:08 GMT 2024","4478","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
