"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7027","should be visible and active after opening ""sample.txt""","Browser","Wed May 20 05:34:42 UTC 2026","passed","Wed May 20 05:34:49 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","17","should show status bar","Browser","Wed May 20 05:34:41 UTC 2026","passed","Wed May 20 05:34:41 UTC 2026","Theia app","theia-app.test.js","",""
"","100","should have menu bar items","Electron","Wed May 20 05:34:38 UTC 2026","passed","Wed May 20 05:34:38 UTC 2026","Theia app","theia-app.test.js","",""
"","20","should show status bar","Electron","Wed May 20 05:34:38 UTC 2026","passed","Wed May 20 05:34:38 UTC 2026","Theia app","theia-app.test.js","",""
"","6654","should show main content panel","Electron","Wed May 20 05:34:31 UTC 2026","passed","Wed May 20 05:34:38 UTC 2026","Theia app","theia-app.test.js","",""
"","6919","should show main content panel","Browser","Wed May 20 05:34:35 UTC 2026","passed","Wed May 20 05:34:41 UTC 2026","Theia app","theia-app.test.js","",""
"","832","should be dirty after changing the file contents and clean after save","Browser","Wed May 20 05:34:49 UTC 2026","passed","Wed May 20 05:34:49 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8512","should be visible and active after opening ""sample.txt""","Electron","Wed May 20 05:34:38 UTC 2026","passed","Wed May 20 05:34:47 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","179","should have menu bar items","Browser","Wed May 20 05:34:41 UTC 2026","passed","Wed May 20 05:34:42 UTC 2026","Theia app","theia-app.test.js","",""
"","862","should be dirty after changing the file contents and clean after save","Electron","Wed May 20 05:34:47 UTC 2026","passed","Wed May 20 05:34:48 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
