"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7063","should be visible and active after opening ""sample.txt""","Browser","Sun Apr 12 05:10:06 UTC 2026","passed","Sun Apr 12 05:10:13 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","223","should have menu bar items","Browser","Sun Apr 12 05:10:06 UTC 2026","passed","Sun Apr 12 05:10:06 UTC 2026","Theia app","theia-app.test.js","",""
"","883","should be dirty after changing the file contents and clean after save","Electron","Sun Apr 12 05:10:12 UTC 2026","passed","Sun Apr 12 05:10:13 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8560","should be visible and active after opening ""sample.txt""","Electron","Sun Apr 12 05:10:03 UTC 2026","passed","Sun Apr 12 05:10:12 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","31","should show status bar","Electron","Sun Apr 12 05:10:03 UTC 2026","passed","Sun Apr 12 05:10:03 UTC 2026","Theia app","theia-app.test.js","",""
"","143","should have menu bar items","Electron","Sun Apr 12 05:10:03 UTC 2026","passed","Sun Apr 12 05:10:03 UTC 2026","Theia app","theia-app.test.js","",""
"","6758","should show main content panel","Browser","Sun Apr 12 05:09:59 UTC 2026","passed","Sun Apr 12 05:10:06 UTC 2026","Theia app","theia-app.test.js","",""
"","796","should be dirty after changing the file contents and clean after save","Browser","Sun Apr 12 05:10:13 UTC 2026","passed","Sun Apr 12 05:10:14 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","30","should show status bar","Browser","Sun Apr 12 05:10:06 UTC 2026","passed","Sun Apr 12 05:10:06 UTC 2026","Theia app","theia-app.test.js","",""
"","8785","should show main content panel","Electron","Sun Apr 12 05:09:54 UTC 2026","passed","Sun Apr 12 05:10:03 UTC 2026","Theia app","theia-app.test.js","",""
