"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 04:11:16 GMT 2024","Wed Sep 04 04:11:16 GMT 2024","19","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Sep 04 04:11:29 GMT 2024","Wed Sep 04 04:11:30 GMT 2024","1255","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Sep 04 04:11:17 GMT 2024","Wed Sep 04 04:11:29 GMT 2024","12281","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Sep 04 04:11:07 GMT 2024","Wed Sep 04 04:11:12 GMT 2024","5045","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Sep 04 04:11:13 GMT 2024","Wed Sep 04 04:11:26 GMT 2024","13790","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Sep 04 04:11:12 GMT 2024","Wed Sep 04 04:11:12 GMT 2024","20","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Sep 04 04:11:16 GMT 2024","Wed Sep 04 04:11:17 GMT 2024","197","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Sep 04 04:11:12 GMT 2024","Wed Sep 04 04:11:16 GMT 2024","4312","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Sep 04 04:11:26 GMT 2024","Wed Sep 04 04:11:27 GMT 2024","935","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Sep 04 04:11:12 GMT 2024","Wed Sep 04 04:11:13 GMT 2024","77","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
