"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 04:10:48 GMT 2024","Mon Jul 08 04:10:50 GMT 2024","1136","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Mon Jul 08 04:10:35 GMT 2024","Mon Jul 08 04:10:36 GMT 2024","209","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Mon Jul 08 04:10:31 GMT 2024","Mon Jul 08 04:10:35 GMT 2024","4110","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Mon Jul 08 04:11:00 GMT 2024","Mon Jul 08 04:11:01 GMT 2024","983","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Mon Jul 08 04:10:46 GMT 2024","Mon Jul 08 04:10:46 GMT 2024","33","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Mon Jul 08 04:10:37 GMT 2024","Mon Jul 08 04:10:46 GMT 2024","8380","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Mon Jul 08 04:10:46 GMT 2024","Mon Jul 08 04:10:46 GMT 2024","115","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Mon Jul 08 04:10:35 GMT 2024","Mon Jul 08 04:10:35 GMT 2024","18","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Mon Jul 08 04:10:46 GMT 2024","Mon Jul 08 04:11:00 GMT 2024","14165","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Mon Jul 08 04:10:36 GMT 2024","Mon Jul 08 04:10:48 GMT 2024","12686","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
