"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 31 04:11:37 GMT 2024","Thu Oct 31 04:11:37 GMT 2024","27","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Thu Oct 31 04:11:38 GMT 2024","Thu Oct 31 04:11:51 GMT 2024","13178","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Oct 31 04:11:36 GMT 2024","Thu Oct 31 04:11:36 GMT 2024","21","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Thu Oct 31 04:11:30 GMT 2024","Thu Oct 31 04:11:36 GMT 2024","5250","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Oct 31 04:11:36 GMT 2024","Thu Oct 31 04:11:50 GMT 2024","13868","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Oct 31 04:11:33 GMT 2024","Thu Oct 31 04:11:37 GMT 2024","4266","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Oct 31 04:11:51 GMT 2024","Thu Oct 31 04:11:52 GMT 2024","1004","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Oct 31 04:11:37 GMT 2024","Thu Oct 31 04:11:38 GMT 2024","269","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Oct 31 04:11:50 GMT 2024","Thu Oct 31 04:11:50 GMT 2024","926","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Oct 31 04:11:36 GMT 2024","Thu Oct 31 04:11:36 GMT 2024","81","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
