"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 26 04:08:27 GMT 2024","Wed Jun 26 04:08:27 GMT 2024","99","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Jun 26 04:08:29 GMT 2024","Wed Jun 26 04:08:29 GMT 2024","17","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Jun 26 04:08:42 GMT 2024","Wed Jun 26 04:08:43 GMT 2024","906","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Jun 26 04:08:27 GMT 2024","Wed Jun 26 04:08:42 GMT 2024","14618","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Jun 26 04:08:29 GMT 2024","Wed Jun 26 04:08:42 GMT 2024","12672","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Jun 26 04:08:29 GMT 2024","Wed Jun 26 04:08:29 GMT 2024","215","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Jun 26 04:08:24 GMT 2024","Wed Jun 26 04:08:29 GMT 2024","4501","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Jun 26 04:08:22 GMT 2024","Wed Jun 26 04:08:27 GMT 2024","5162","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Jun 26 04:08:27 GMT 2024","Wed Jun 26 04:08:27 GMT 2024","18","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Jun 26 04:08:42 GMT 2024","Wed Jun 26 04:08:43 GMT 2024","1085","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
