"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","should show status bar","Browser","2026-08-07","passed","2026-08-07","Theia app","theia-app.test.js","",""
"","949","should be dirty after changing the file contents and clean after save","Browser","2026-08-07","passed","2026-08-07","Theia Text Editor","theia-text-editor.test.js","",""
"","196","should have menu bar items","Browser","2026-08-07","passed","2026-08-07","Theia app","theia-app.test.js","",""
"","7606","should show main content panel","Browser","2026-08-07","passed","2026-08-07","Theia app","theia-app.test.js","",""
"","8998","should show main content panel","Electron","2026-08-07","passed","2026-08-07","Theia app","theia-app.test.js","",""
"","134","should have menu bar items","Electron","2026-08-07","passed","2026-08-07","Theia app","theia-app.test.js","",""
"","27","should show status bar","Electron","2026-08-07","passed","2026-08-07","Theia app","theia-app.test.js","",""
"","8303","should be visible and active after opening ""sample.txt""","Electron","2026-08-07","passed","2026-08-07","Theia Text Editor","theia-text-editor.test.js","",""
"","1011","should be dirty after changing the file contents and clean after save","Electron","2026-08-07","passed","2026-08-07","Theia Text Editor","theia-text-editor.test.js","",""
"","7900","should be visible and active after opening ""sample.txt""","Browser","2026-08-07","passed","2026-08-07","Theia Text Editor","theia-text-editor.test.js","",""
