"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7821","should be visible and active after opening ""sample.txt""","Browser","2026-08-17","passed","2026-08-17","Theia Text Editor","theia-text-editor.test.js","",""
"","201","should have menu bar items","Browser","2026-08-17","passed","2026-08-17","Theia app","theia-app.test.js","",""
"","32","should show status bar","Electron","2026-08-17","passed","2026-08-17","Theia app","theia-app.test.js","",""
"","145","should have menu bar items","Electron","2026-08-17","passed","2026-08-17","Theia app","theia-app.test.js","",""
"","8465","should show main content panel","Electron","2026-08-17","passed","2026-08-17","Theia app","theia-app.test.js","",""
"","27","should show status bar","Browser","2026-08-17","passed","2026-08-17","Theia app","theia-app.test.js","",""
"","9320","should be visible and active after opening ""sample.txt""","Electron","2026-08-17","passed","2026-08-17","Theia Text Editor","theia-text-editor.test.js","",""
"","1012","should be dirty after changing the file contents and clean after save","Electron","2026-08-17","passed","2026-08-17","Theia Text Editor","theia-text-editor.test.js","",""
"","6740","should show main content panel","Browser","2026-08-17","passed","2026-08-17","Theia app","theia-app.test.js","",""
"","805","should be dirty after changing the file contents and clean after save","Browser","2026-08-17","passed","2026-08-17","Theia Text Editor","theia-text-editor.test.js","",""
