"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","141","should have menu bar items","Electron","Wed Apr 29 05:19:19 UTC 2026","passed","Wed Apr 29 05:19:19 UTC 2026","Theia app","theia-app.test.js","",""
"","60","should show status bar","Electron","Wed Apr 29 05:19:19 UTC 2026","passed","Wed Apr 29 05:19:19 UTC 2026","Theia app","theia-app.test.js","",""
"","187","should have menu bar items","Browser","Wed Apr 29 05:19:05 UTC 2026","passed","Wed Apr 29 05:19:05 UTC 2026","Theia app","theia-app.test.js","",""
"","32","should show status bar","Browser","Wed Apr 29 05:19:05 UTC 2026","passed","Wed Apr 29 05:19:05 UTC 2026","Theia app","theia-app.test.js","",""
"","4777","should show main content panel","Browser","Wed Apr 29 05:19:00 UTC 2026","passed","Wed Apr 29 05:19:05 UTC 2026","Theia app","theia-app.test.js","",""
"","930","should be dirty after changing the file contents and clean after save","Electron","Wed Apr 29 05:19:29 UTC 2026","passed","Wed Apr 29 05:19:30 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7120","should be visible and active after opening ""sample.txt""","Browser","Wed Apr 29 05:19:05 UTC 2026","passed","Wed Apr 29 05:19:12 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","13486","should show main content panel","Electron","Wed Apr 29 05:19:06 UTC 2026","passed","Wed Apr 29 05:19:19 UTC 2026","Theia app","theia-app.test.js","",""
"","800","should be dirty after changing the file contents and clean after save","Browser","Wed Apr 29 05:19:12 UTC 2026","passed","Wed Apr 29 05:19:13 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","9523","should be visible and active after opening ""sample.txt""","Electron","Wed Apr 29 05:19:19 UTC 2026","passed","Wed Apr 29 05:19:29 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
