"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7671","should be visible and active after opening ""sample.txt""","Browser","2026-08-16","passed","2026-08-16","Theia Text Editor","theia-text-editor.test.js","",""
"","10091","should show main content panel","Electron","2026-08-16","passed","2026-08-16","Theia app","theia-app.test.js","",""
"","8458","should show main content panel","Browser","2026-08-16","passed","2026-08-16","Theia app","theia-app.test.js","",""
"","28","should show status bar","Electron","2026-08-16","passed","2026-08-16","Theia app","theia-app.test.js","",""
"","188","should have menu bar items","Browser","2026-08-16","passed","2026-08-16","Theia app","theia-app.test.js","",""
"","9498","should be visible and active after opening ""sample.txt""","Electron","2026-08-16","passed","2026-08-16","Theia Text Editor","theia-text-editor.test.js","",""
"","129","should have menu bar items","Electron","2026-08-16","passed","2026-08-16","Theia app","theia-app.test.js","",""
"","848","should be dirty after changing the file contents and clean after save","Browser","2026-08-16","passed","2026-08-16","Theia Text Editor","theia-text-editor.test.js","",""
"","47","should show status bar","Browser","2026-08-16","passed","2026-08-16","Theia app","theia-app.test.js","",""
"","992","should be dirty after changing the file contents and clean after save","Electron","2026-08-16","passed","2026-08-16","Theia Text Editor","theia-text-editor.test.js","",""
