"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7096","should show main content panel","Browser","2026-08-06","passed","2026-08-06","Theia app","theia-app.test.js","",""
"","7449","should be visible and active after opening ""sample.txt""","Browser","2026-08-06","passed","2026-08-06","Theia Text Editor","theia-text-editor.test.js","",""
"","901","should be dirty after changing the file contents and clean after save","Electron","2026-08-06","passed","2026-08-06","Theia Text Editor","theia-text-editor.test.js","",""
"","185","should have menu bar items","Browser","2026-08-06","passed","2026-08-06","Theia app","theia-app.test.js","",""
"","820","should be dirty after changing the file contents and clean after save","Browser","2026-08-06","passed","2026-08-06","Theia Text Editor","theia-text-editor.test.js","",""
"","45","should show status bar","Electron","2026-08-06","passed","2026-08-06","Theia app","theia-app.test.js","",""
"","9573","should show main content panel","Electron","2026-08-06","passed","2026-08-06","Theia app","theia-app.test.js","",""
"","151","should have menu bar items","Electron","2026-08-06","passed","2026-08-06","Theia app","theia-app.test.js","",""
"","9090","should be visible and active after opening ""sample.txt""","Electron","2026-08-06","passed","2026-08-06","Theia Text Editor","theia-text-editor.test.js","",""
"","43","should show status bar","Browser","2026-08-06","passed","2026-08-06","Theia app","theia-app.test.js","",""
