"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","should show status bar","Electron","Tue May 26 05:33:41 UTC 2026","passed","Tue May 26 05:33:41 UTC 2026","Theia app","theia-app.test.js","",""
"","7140","should be visible and active after opening ""sample.txt""","Browser","Tue May 26 05:33:43 UTC 2026","passed","Tue May 26 05:33:50 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","6269","should show main content panel","Browser","Tue May 26 05:33:36 UTC 2026","passed","Tue May 26 05:33:43 UTC 2026","Theia app","theia-app.test.js","",""
"","872","should be dirty after changing the file contents and clean after save","Electron","Tue May 26 05:33:50 UTC 2026","passed","Tue May 26 05:33:51 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","16","should show status bar","Browser","Tue May 26 05:33:43 UTC 2026","passed","Tue May 26 05:33:43 UTC 2026","Theia app","theia-app.test.js","",""
"","97","should have menu bar items","Electron","Tue May 26 05:33:41 UTC 2026","passed","Tue May 26 05:33:41 UTC 2026","Theia app","theia-app.test.js","",""
"","929","should be dirty after changing the file contents and clean after save","Browser","Tue May 26 05:33:50 UTC 2026","passed","Tue May 26 05:33:51 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7472","should show main content panel","Electron","Tue May 26 05:33:33 UTC 2026","passed","Tue May 26 05:33:41 UTC 2026","Theia app","theia-app.test.js","",""
"","176","should have menu bar items","Browser","Tue May 26 05:33:43 UTC 2026","passed","Tue May 26 05:33:43 UTC 2026","Theia app","theia-app.test.js","",""
"","8763","should be visible and active after opening ""sample.txt""","Electron","Tue May 26 05:33:41 UTC 2026","passed","Tue May 26 05:33:50 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
