"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9021","should be visible and active after opening ""sample.txt""","Electron","Tue Apr 28 05:20:57 UTC 2026","passed","Tue Apr 28 05:21:06 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","144","should have menu bar items","Electron","Tue Apr 28 05:20:56 UTC 2026","passed","Tue Apr 28 05:20:57 UTC 2026","Theia app","theia-app.test.js","",""
"","215","should have menu bar items","Browser","Tue Apr 28 05:20:57 UTC 2026","passed","Tue Apr 28 05:20:57 UTC 2026","Theia app","theia-app.test.js","",""
"","887","should be dirty after changing the file contents and clean after save","Electron","Tue Apr 28 05:21:06 UTC 2026","passed","Tue Apr 28 05:21:06 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7644","should show main content panel","Electron","Tue Apr 28 05:20:49 UTC 2026","passed","Tue Apr 28 05:20:56 UTC 2026","Theia app","theia-app.test.js","",""
"","859","should be dirty after changing the file contents and clean after save","Browser","Tue Apr 28 05:21:04 UTC 2026","passed","Tue Apr 28 05:21:05 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","31","should show status bar","Electron","Tue Apr 28 05:20:56 UTC 2026","passed","Tue Apr 28 05:20:56 UTC 2026","Theia app","theia-app.test.js","",""
"","34","should show status bar","Browser","Tue Apr 28 05:20:57 UTC 2026","passed","Tue Apr 28 05:20:57 UTC 2026","Theia app","theia-app.test.js","",""
"","6850","should show main content panel","Browser","Tue Apr 28 05:20:50 UTC 2026","passed","Tue Apr 28 05:20:57 UTC 2026","Theia app","theia-app.test.js","",""
"","6985","should be visible and active after opening ""sample.txt""","Browser","Tue Apr 28 05:20:57 UTC 2026","passed","Tue Apr 28 05:21:04 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
